observation_date,CSUSHPINSA
1998-12-01,92.444999999999993
1999-01-01,92.715000000000003
1999-02-01,92.981999999999999
1999-03-01,93.611999999999995
1999-04-01,94.436999999999998
1999-05-01,95.361000000000004
1999-06-01,96.364999999999995
1999-07-01,97.192999999999998
1999-08-01,97.899000000000001
1999-09-01,98.400999999999996
1999-10-01,98.832999999999998
1999-11-01,99.150000000000006
1999-12-01,99.543999999999997
2000-01-01,100.000000000000000
2000-02-01,100.570999999999998
2000-03-01,101.465999999999994
2000-04-01,102.540999999999997
2000-05-01,103.701999999999998
2000-06-01,104.855000000000004
2000-07-01,105.721999999999994
2000-08-01,106.522000000000006
2000-09-01,107.135999999999996
2000-10-01,107.728999999999999
2000-11-01,108.292000000000002
2000-12-01,108.792000000000002
2001-01-01,109.215000000000003
2001-02-01,109.643000000000001
2001-03-01,110.394999999999996
2001-04-01,111.248000000000005
2001-05-01,112.203000000000003
2001-06-01,113.272999999999996
2001-07-01,114.227000000000004
2001-08-01,114.989000000000004
2001-09-01,115.465000000000003
2001-10-01,115.680999999999997
2001-11-01,115.837999999999994
2001-12-01,116.055000000000007
2002-01-01,116.436000000000007
2002-02-01,116.915999999999997
2002-03-01,117.929000000000002
2002-04-01,119.209000000000003
2002-05-01,120.787999999999997
2002-06-01,122.332999999999998
2002-07-01,123.688000000000002
2002-08-01,124.730000000000004
2002-09-01,125.495000000000005
2002-10-01,126.137000000000000
2002-11-01,126.643000000000001
2002-12-01,127.150999999999996
2003-01-01,127.652000000000001
2003-02-01,128.325999999999993
2003-03-01,129.307999999999993
2003-04-01,130.489000000000004
2003-05-01,131.840000000000003
2003-06-01,133.224999999999994
2003-07-01,134.647000000000020
2003-08-01,135.965000000000003
2003-09-01,137.076999999999998
2003-10-01,137.977000000000004
2003-11-01,138.765999999999991
2003-12-01,139.628999999999991
2004-01-01,140.706000000000017
2004-02-01,142.027999999999992
2004-03-01,144.079000000000008
2004-04-01,146.180000000000007
2004-05-01,148.336000000000013
2004-06-01,150.520000000000010
2004-07-01,152.338999999999999
2004-08-01,153.814999999999998
2004-09-01,155.110000000000014
2004-10-01,156.300000000000011
2004-11-01,157.497999999999990
2004-12-01,158.671999999999997
2005-01-01,160.131000000000000
2005-02-01,161.925000000000011
2005-03-01,164.576999999999998
2005-04-01,167.000999999999976
2005-05-01,169.545999999999992
2005-06-01,172.016999999999996
2005-07-01,174.099000000000018
2005-08-01,175.924000000000007
2005-09-01,177.610999999999990
2005-10-01,178.752999999999986
2005-11-01,179.675000000000011
2005-12-01,180.108000000000004
2006-01-01,180.828000000000003
2006-02-01,181.500000000000000
2006-03-01,182.748999999999995
2006-04-01,183.647999999999996
2006-05-01,184.379999999999995
2006-06-01,184.546999999999997
2006-07-01,184.606999999999999
2006-08-01,184.403999999999996
2006-09-01,184.198000000000008
2006-10-01,184.054000000000002
2006-11-01,183.630999999999972
2006-12-01,183.229000000000013
2007-01-01,182.717999999999989
2007-02-01,182.471000000000004
2007-03-01,182.193999999999988
2007-04-01,182.132000000000005
2007-05-01,181.884999999999991
2007-06-01,181.539999999999992
2007-07-01,180.992999999999995
2007-08-01,180.234000000000009
2007-09-01,179.122000000000014
2007-10-01,177.529000000000025
2007-11-01,175.160999999999973
2007-12-01,173.335999999999984
2008-01-01,171.075999999999993
2008-02-01,169.189000000000021
2008-03-01,167.902000000000015
2008-04-01,167.322000000000003
2008-05-01,167.020000000000010
2008-06-01,166.537000000000006
2008-07-01,165.712999999999994
2008-08-01,164.277999999999992
2008-09-01,161.912000000000006
2008-10-01,159.162999999999982
2008-11-01,156.072000000000003
2008-12-01,152.543999999999983
2009-01-01,149.361999999999995
2009-02-01,147.617000000000019
2009-03-01,146.514000000000010
2009-04-01,146.942000000000007
2009-05-01,148.169999999999987
2009-06-01,149.796999999999997
2009-07-01,150.748999999999995
2009-08-01,150.668000000000006
2009-09-01,149.627999999999986
2009-10-01,148.585000000000008
2009-11-01,147.939999999999998
2009-12-01,146.664999999999992
2010-01-01,145.002999999999986
2010-02-01,143.054000000000002
2010-03-01,143.596000000000004
2010-04-01,145.402000000000015
2010-05-01,147.037000000000006
2010-06-01,147.703000000000003
2010-07-01,147.562000000000012
2010-08-01,146.426000000000016
2010-09-01,144.606999999999999
2010-10-01,143.127000000000010
2010-11-01,141.817000000000007
2010-12-01,140.626000000000005
2011-01-01,139.033999999999992
2011-02-01,137.728999999999985
2011-03-01,137.782999999999987
2011-04-01,139.157000000000011
2011-05-01,140.692000000000007
2011-06-01,141.943999999999988
2011-07-01,142.341000000000008
2011-08-01,141.783999999999992
2011-09-01,140.164999999999992
2011-10-01,138.405000000000001
2011-11-01,136.659999999999997
2011-12-01,135.162000000000006
2012-01-01,134.162000000000006
2012-02-01,133.991000000000014
2012-03-01,135.859000000000009
2012-04-01,138.466000000000008
2012-05-01,141.043000000000006
2012-06-01,143.167000000000002
2012-07-01,144.282000000000011
2012-08-01,144.705000000000013
2012-09-01,144.354999999999990
2012-10-01,143.962999999999994
2012-11-01,143.954000000000008
2012-12-01,143.860999999999990
2013-01-01,144.306000000000012
2013-02-01,145.157999999999987
2013-03-01,147.959000000000003
2013-04-01,150.967999999999989
2013-05-01,153.858000000000004
2013-06-01,156.424000000000007
2013-07-01,158.282000000000011
2013-08-01,159.389000000000010
2013-09-01,159.668999999999983
2013-10-01,159.554000000000002
2013-11-01,159.364000000000004
2013-12-01,159.281000000000006
2014-01-01,159.367999999999995
2014-02-01,159.869000000000000
2014-03-01,161.185000000000002
2014-04-01,162.962999999999994
2014-05-01,164.677999999999997
2014-06-01,166.206999999999994
2014-07-01,167.130999999999972
2014-08-01,167.445999999999998
2014-09-01,167.236999999999995
2014-10-01,166.905000000000001
2014-11-01,166.652999999999992
2014-12-01,166.454000000000008
2015-01-01,166.242000000000019
2015-02-01,166.622999999999990
2015-03-01,168.081999999999994
2015-04-01,169.964000000000027
2015-05-01,171.845999999999975
2015-06-01,173.447000000000003
2015-07-01,174.492000000000019
2015-08-01,174.932000000000016
2015-09-01,175.035999999999973
2015-10-01,175.039999999999992
2015-11-01,175.129000000000019
2015-12-01,175.100999999999999
2016-01-01,175.022000000000020
2016-02-01,175.268000000000001
2016-03-01,176.592000000000013
2016-04-01,178.490000000000009
2016-05-01,180.339000000000027
2016-06-01,181.907999999999987
2016-07-01,183.008000000000010
2016-08-01,183.644000000000005
2016-09-01,183.932999999999993
2016-10-01,184.007000000000005
2016-11-01,184.218999999999994
2016-12-01,184.390999999999991
2017-01-01,184.644000000000005
2017-02-01,185.010999999999996
2017-03-01,186.520000000000010
2017-04-01,188.532999999999987
2017-05-01,190.528999999999996
2017-06-01,192.253999999999991
2017-07-01,193.497999999999990
2017-08-01,194.332999999999998
2017-09-01,194.804000000000002
2017-10-01,195.072000000000003
2017-11-01,195.438999999999993
2017-12-01,195.836000000000013
2018-01-01,196.104000000000013
2018-02-01,196.893000000000001
2018-03-01,198.560000000000002
2018-04-01,200.599999999999994
2018-05-01,202.436000000000007
2018-06-01,204.027999999999992
2018-07-01,204.937000000000012
2018-08-01,205.313999999999993
2018-09-01,205.360999999999990
2018-10-01,205.354999999999990
2018-11-01,205.092999999999989
2018-12-01,204.682999999999993
2019-01-01,204.185000000000002
2019-02-01,204.409999999999997
2019-03-01,205.758999999999986
2019-04-01,207.675000000000011
2019-05-01,209.339000000000027
2019-06-01,210.572000000000003
2019-07-01,211.322000000000003
2019-08-01,211.680000000000007
2019-09-01,211.859000000000009
2019-10-01,211.953000000000003
2019-11-01,212.092999999999989
2019-12-01,212.225999999999999
2020-01-01,212.388000000000005
2020-02-01,213.207999999999998
2020-03-01,215.181000000000012
2020-04-01,217.222000000000008
2020-05-01,218.467999999999989
2020-06-01,219.794999999999987
2020-07-01,221.555000000000007
2020-08-01,224.038000000000011
2020-09-01,226.789999999999992
2020-10-01,229.801999999999992
2020-11-01,232.306000000000012
2020-12-01,234.354000000000013
2021-01-01,236.425000000000011
2021-02-01,239.203000000000003
2021-03-01,244.197000000000003
2021-04-01,249.802999999999997
2021-05-01,255.426999999999992
2021-06-01,261.151999999999987
2021-07-01,265.490000000000009
2021-08-01,268.765999999999963
2021-09-01,271.417000000000030
2021-10-01,273.624000000000024
2021-11-01,275.992000000000019
2021-12-01,278.564000000000021
2022-01-01,281.937999999999988
2022-02-01,287.156999999999982
2022-03-01,294.959999999999980
2022-04-01,301.591999999999985
2022-05-01,306.362000000000023
2022-06-01,308.158999999999992
2022-07-01,306.999000000000024
2022-08-01,303.579999999999984
2022-09-01,300.415999999999997
2022-10-01,298.632000000000005
2022-11-01,296.817000000000007
2022-12-01,294.309000000000026
2023-01-01,292.804000000000030
2023-02-01,293.576999999999998
2023-03-01,297.514999999999986
2023-04-01,301.646999999999991
2023-05-01,305.521999999999991
2023-06-01,308.473999999999990
2023-07-01,310.387999999999977
2023-08-01,311.752999999999986
2023-09-01,312.604000000000042
2023-10-01,312.961999999999989
2023-11-01,312.200999999999965
2023-12-01,311.016999999999996
2024-01-01,310.870000000000005
2024-02-01,312.795000000000016
2024-03-01,316.984000000000037
2024-04-01,320.918000000000006
